job_id,potential_skill_entity,context_sentence
23,SaaS,We are one of the fastest-growing SaaS scale-ups.
23,Fit,"We want to hire a colleague who thrives and flourishes with us, and therefore, we are looking for an employee who will be a good fit with Formalize to Fit between the person and work tasks Fit between the person and the colleagues in the team"
23,Fit,"We want to hire a colleague who thrives and flourishes with us, and therefore, we are looking for an employee who will be a good fit with Formalize to Fit between the person and work tasks Fit between the person and the colleagues in the team"
23,Fit,"Fit between the person and the management We know that when this is staged optimally, you thrive and succeed much better in your job."
23,Talent Acquisition,Recruitment Process Send application and upload relevant information Completion of personality test 15-minutes online interview with our Talent Acquisition team 30-minutes online interview with our Head of Product Marketing Case preparation for the last interview 60 minutes final interview with our Head of Product Marketing and CMO Apply by attaching your resume and cover letter.
23,Product Marketing,Recruitment Process Send application and upload relevant information Completion of personality test 15-minutes online interview with our Talent Acquisition team 30-minutes online interview with our Head of Product Marketing Case preparation for the last interview 60 minutes final interview with our Head of Product Marketing and CMO Apply by attaching your resume and cover letter.
23,CMO,Recruitment Process Send application and upload relevant information Completion of personality test 15-minutes online interview with our Talent Acquisition team 30-minutes online interview with our Head of Product Marketing Case preparation for the last interview 60 minutes final interview with our Head of Product Marketing and CMO Apply by attaching your resume and cover letter.
23,Talent Acquisition,"For more information or questions, please contact our Talent Acquisition team."
24,Business Support & Administration,"Product Manager Category: Business Support & Administration Location: Bagsværd, Capital Region of Denmark, DK Are you ready be one of the key drivers in managing our access control systems?"
24,Novo Nordisk,Join us as a Product Manager in Novo Nordisk Denmark and lead the innovation in Physical Access Management Systems at Novo Nordisk.
24,Physical Access Management Systems,Join us as a Product Manager in Novo Nordisk Denmark and lead the innovation in Physical Access Management Systems at Novo Nordisk.
24,Novo Nordisk,Join us as a Product Manager in Novo Nordisk Denmark and lead the innovation in Physical Access Management Systems at Novo Nordisk.
24,Physical Access Management Systems,The position We are seeking a detail-oriented and structured Product Manager to support our Product Owner with the development and maintenance of our Physical Access Management Systems at Novo Nordisk in Denmark.
24,Novo Nordisk,The position We are seeking a detail-oriented and structured Product Manager to support our Product Owner with the development and maintenance of our Physical Access Management Systems at Novo Nordisk in Denmark.
24,PACS,"This role will encompass overseeing both our current systems and the integration of PACS, our new GxP-compliant physical access management system."
24,GxP,"This role will encompass overseeing both our current systems and the integration of PACS, our new GxP-compliant physical access management system."
24,Physical Access Management Solutions,"As the Product Manager for our Physical Access Management Solutions, you will act as a crucial bridge between IT and our Corporate Facilities team, ensuring the implementation of sound IT practices and controls that enhance overall operations."
24,Corporate Facilities,"As the Product Manager for our Physical Access Management Solutions, you will act as a crucial bridge between IT and our Corporate Facilities team, ensuring the implementation of sound IT practices and controls that enhance overall operations."
24,GxP,"Additionally, you will be part of a larger team, facilitating dialogues with our IT QA to ensure ongoing GxP compliance."
24,Develop,"Some of your responsibilities will be: Develop and implement a clear product vision and strategy for physical access management, ensuring alignment in collaboration with Business Owners and smooth integration of solutions into operations."
24,Business Owners,"Some of your responsibilities will be: Develop and implement a clear product vision and strategy for physical access management, ensuring alignment in collaboration with Business Owners and smooth integration of solutions into operations."
24,Corporate Facilities,"Lead strategic initiatives within Corporate Facilities, ensuring successful execution and delivery by employing agile project management best practices."
24,life sciences,Having prior experience working with IT in a regulated environment such as finance or life sciences is beneficial.
24,English,"While English language will be mandatory to succeed in this position, fluency in Danish will not be a requirement but highly taken in consideration."
24,Danish,"While English language will be mandatory to succeed in this position, fluency in Danish will not be a requirement but highly taken in consideration."
24,The Corporate Facilities,"About the Department The Corporate Facilities is a department of almost 400 employees, that ensure well-functioning corporate infrastructure, and a safe and engaging workplace for more than 30,000+ colleagues across our Danish sites."
24,Danish,"About the Department The Corporate Facilities is a department of almost 400 employees, that ensure well-functioning corporate infrastructure, and a safe and engaging workplace for more than 30,000+ colleagues across our Danish sites."
24,Digital Operations,"In Digital Operations, we are responsible for managing the daily IT solutions that drive all our physical security operations."
24,Novo Nordisk,"Our dedication to quality service not only safeguards our physical assets but also contributes to the overall security and integrity of Novo Nordisk  Contact For further information, please contact Senad Midusic, Head of Digital Operations at ZSNM@novonordisk.com  Deadline Please apply before 2th June."
24,Digital Operations,"Our dedication to quality service not only safeguards our physical assets but also contributes to the overall security and integrity of Novo Nordisk  Contact For further information, please contact Senad Midusic, Head of Digital Operations at ZSNM@novonordisk.com  Deadline Please apply before 2th June."
24,CV,"You do not need to attach a cover letter to your application, but please include a few sentences about why you are applying in your resume or CV. To ensure an efficient and fair recruitment process, please refrain from adding a photo in your CV."
24,CV,"You do not need to attach a cover letter to your application, but please include a few sentences about why you are applying in your resume or CV. To ensure an efficient and fair recruitment process, please refrain from adding a photo in your CV."
24,English,Please note that only applications in English will be considered.
24,Novo Nordisk,Working at Novo Nordisk Novo Nordisk is a leading global healthcare company with a 100-year legacy of driving change to defeat serious chronic diseases.
24,Novo Nordisk,Working at Novo Nordisk Novo Nordisk is a leading global healthcare company with a 100-year legacy of driving change to defeat serious chronic diseases.
24,Novo Nordisk,At Novo Nordisk we recognize that it is no longer good enough to aspire to be the best company in the world.
25,SaaS,Are you ready to help with shaping product narratives at one of the fastest-growing SaaS companies?
25,Europe,"Join us and be part of a Product Marketing team of highly driven, motivated people The opportunity and what we offer Formalize is on a scaling journey with significant traction across Europe."
25,SaaS,"We’re looking for a Product Marketing Manager to join our Marketing team and take the lead on creating sales-enablement content that helps us win deals and position our product clearly.  Be part of a fast-growing international SaaS company High level of trust and autonomy Be part of a social, diverse and international team"
25,Develop,"Create Marketing content briefs and first drafts for collateral, one-pagers, and pitch decks Turn product features into clear, benefit-focused messaging tailored to customer needs Conduct competitor research and build insights to support differentiation Develop and maintain battlecards, and share competitor intel with Sales and Customer teams Collaborate across Sales, Product, and Customer Success to align messaging and learn from the field Support launches and campaigns with content mapped to buyer journeys and key personas Help build a scalable messaging library and toolkit for customer-facing teams Qualifications and about you 2–5 years of experience in Product Marketing, preferably in B2B SaaS Skilled at simplifying complex information and crafting value-driven messaging Confident in building collateral for different stages of the sales cycle Analytical mindset with experience gathering and presenting competitive intelligence Fluent in English — Danish is a plus, but not required Collaborative, curious, and eager to understand both product and market deeply About Formalize Formalize is a tech company founded in 2021 with offices in Aarhus, Copenhagen, Milan, and Madrid."
25,intel,"Create Marketing content briefs and first drafts for collateral, one-pagers, and pitch decks Turn product features into clear, benefit-focused messaging tailored to customer needs Conduct competitor research and build insights to support differentiation Develop and maintain battlecards, and share competitor intel with Sales and Customer teams Collaborate across Sales, Product, and Customer Success to align messaging and learn from the field Support launches and campaigns with content mapped to buyer journeys and key personas Help build a scalable messaging library and toolkit for customer-facing teams Qualifications and about you 2–5 years of experience in Product Marketing, preferably in B2B SaaS Skilled at simplifying complex information and crafting value-driven messaging Confident in building collateral for different stages of the sales cycle Analytical mindset with experience gathering and presenting competitive intelligence Fluent in English — Danish is a plus, but not required Collaborative, curious, and eager to understand both product and market deeply About Formalize Formalize is a tech company founded in 2021 with offices in Aarhus, Copenhagen, Milan, and Madrid."
25,Customer Success,"Create Marketing content briefs and first drafts for collateral, one-pagers, and pitch decks Turn product features into clear, benefit-focused messaging tailored to customer needs Conduct competitor research and build insights to support differentiation Develop and maintain battlecards, and share competitor intel with Sales and Customer teams Collaborate across Sales, Product, and Customer Success to align messaging and learn from the field Support launches and campaigns with content mapped to buyer journeys and key personas Help build a scalable messaging library and toolkit for customer-facing teams Qualifications and about you 2–5 years of experience in Product Marketing, preferably in B2B SaaS Skilled at simplifying complex information and crafting value-driven messaging Confident in building collateral for different stages of the sales cycle Analytical mindset with experience gathering and presenting competitive intelligence Fluent in English — Danish is a plus, but not required Collaborative, curious, and eager to understand both product and market deeply About Formalize Formalize is a tech company founded in 2021 with offices in Aarhus, Copenhagen, Milan, and Madrid."
25,Product Marketing,"Create Marketing content briefs and first drafts for collateral, one-pagers, and pitch decks Turn product features into clear, benefit-focused messaging tailored to customer needs Conduct competitor research and build insights to support differentiation Develop and maintain battlecards, and share competitor intel with Sales and Customer teams Collaborate across Sales, Product, and Customer Success to align messaging and learn from the field Support launches and campaigns with content mapped to buyer journeys and key personas Help build a scalable messaging library and toolkit for customer-facing teams Qualifications and about you 2–5 years of experience in Product Marketing, preferably in B2B SaaS Skilled at simplifying complex information and crafting value-driven messaging Confident in building collateral for different stages of the sales cycle Analytical mindset with experience gathering and presenting competitive intelligence Fluent in English — Danish is a plus, but not required Collaborative, curious, and eager to understand both product and market deeply About Formalize Formalize is a tech company founded in 2021 with offices in Aarhus, Copenhagen, Milan, and Madrid."
25,B2B SaaS,"Create Marketing content briefs and first drafts for collateral, one-pagers, and pitch decks Turn product features into clear, benefit-focused messaging tailored to customer needs Conduct competitor research and build insights to support differentiation Develop and maintain battlecards, and share competitor intel with Sales and Customer teams Collaborate across Sales, Product, and Customer Success to align messaging and learn from the field Support launches and campaigns with content mapped to buyer journeys and key personas Help build a scalable messaging library and toolkit for customer-facing teams Qualifications and about you 2–5 years of experience in Product Marketing, preferably in B2B SaaS Skilled at simplifying complex information and crafting value-driven messaging Confident in building collateral for different stages of the sales cycle Analytical mindset with experience gathering and presenting competitive intelligence Fluent in English — Danish is a plus, but not required Collaborative, curious, and eager to understand both product and market deeply About Formalize Formalize is a tech company founded in 2021 with offices in Aarhus, Copenhagen, Milan, and Madrid."
25,English,"Create Marketing content briefs and first drafts for collateral, one-pagers, and pitch decks Turn product features into clear, benefit-focused messaging tailored to customer needs Conduct competitor research and build insights to support differentiation Develop and maintain battlecards, and share competitor intel with Sales and Customer teams Collaborate across Sales, Product, and Customer Success to align messaging and learn from the field Support launches and campaigns with content mapped to buyer journeys and key personas Help build a scalable messaging library and toolkit for customer-facing teams Qualifications and about you 2–5 years of experience in Product Marketing, preferably in B2B SaaS Skilled at simplifying complex information and crafting value-driven messaging Confident in building collateral for different stages of the sales cycle Analytical mindset with experience gathering and presenting competitive intelligence Fluent in English — Danish is a plus, but not required Collaborative, curious, and eager to understand both product and market deeply About Formalize Formalize is a tech company founded in 2021 with offices in Aarhus, Copenhagen, Milan, and Madrid."
25,Danish,"Create Marketing content briefs and first drafts for collateral, one-pagers, and pitch decks Turn product features into clear, benefit-focused messaging tailored to customer needs Conduct competitor research and build insights to support differentiation Develop and maintain battlecards, and share competitor intel with Sales and Customer teams Collaborate across Sales, Product, and Customer Success to align messaging and learn from the field Support launches and campaigns with content mapped to buyer journeys and key personas Help build a scalable messaging library and toolkit for customer-facing teams Qualifications and about you 2–5 years of experience in Product Marketing, preferably in B2B SaaS Skilled at simplifying complex information and crafting value-driven messaging Confident in building collateral for different stages of the sales cycle Analytical mindset with experience gathering and presenting competitive intelligence Fluent in English — Danish is a plus, but not required Collaborative, curious, and eager to understand both product and market deeply About Formalize Formalize is a tech company founded in 2021 with offices in Aarhus, Copenhagen, Milan, and Madrid."
25,Collaborative,"Create Marketing content briefs and first drafts for collateral, one-pagers, and pitch decks Turn product features into clear, benefit-focused messaging tailored to customer needs Conduct competitor research and build insights to support differentiation Develop and maintain battlecards, and share competitor intel with Sales and Customer teams Collaborate across Sales, Product, and Customer Success to align messaging and learn from the field Support launches and campaigns with content mapped to buyer journeys and key personas Help build a scalable messaging library and toolkit for customer-facing teams Qualifications and about you 2–5 years of experience in Product Marketing, preferably in B2B SaaS Skilled at simplifying complex information and crafting value-driven messaging Confident in building collateral for different stages of the sales cycle Analytical mindset with experience gathering and presenting competitive intelligence Fluent in English — Danish is a plus, but not required Collaborative, curious, and eager to understand both product and market deeply About Formalize Formalize is a tech company founded in 2021 with offices in Aarhus, Copenhagen, Milan, and Madrid."
25,European,"Currently, we have a team of more than 140 people from 13 nationalities operating in multiple European markets."
25,SaaS,We are one of the fastest-growing SaaS scale-ups.
25,Fit,"We want to hire a colleague who thrives and flourishes with us, and therefore, we are looking for an employee who will be a good fit with Formalize to Fit between the person and work tasks Fit between the person and the colleagues in the team"
25,Fit,"We want to hire a colleague who thrives and flourishes with us, and therefore, we are looking for an employee who will be a good fit with Formalize to Fit between the person and work tasks Fit between the person and the colleagues in the team"
25,Fit,"Fit between the person and the management We know that when this is staged optimally, you thrive and succeed much better in your job."
25,Talent Acquisition,Recruitment Process Send application and upload relevant information Completion of personality test 15-minutes online interview with our Talent Acquisition team 30-minutes online interview with our Head of Product Marketing Case preparation for the last interview 60 minutes final interview with our Head of Product Marketing and CMO Apply by attaching your resume and cover letter.
25,Product Marketing,Recruitment Process Send application and upload relevant information Completion of personality test 15-minutes online interview with our Talent Acquisition team 30-minutes online interview with our Head of Product Marketing Case preparation for the last interview 60 minutes final interview with our Head of Product Marketing and CMO Apply by attaching your resume and cover letter.
25,CMO,Recruitment Process Send application and upload relevant information Completion of personality test 15-minutes online interview with our Talent Acquisition team 30-minutes online interview with our Head of Product Marketing Case preparation for the last interview 60 minutes final interview with our Head of Product Marketing and CMO Apply by attaching your resume and cover letter.
25,Talent Acquisition,"For more information or questions, please contact our Talent Acquisition team."
26,FinTech,"WHAT MAKES US, US Join some of the most innovative thinkers in FinTech as we lead the evolution of financial technology."
26,SimCorp,"If you are an innovative, curious, collaborative person who embraces challenges and wants to grow, learn and pursue outcomes with our prestigious financial clients, say Hello to SimCorp!"
26,SimCorp,"At its foundation, SimCorp is guided by our values — caring, customer success-driven, collaborative, curious, and courageous."
26,SaaS,"WHY THIS ROLE IS IMPORTANT FOR US As a global leader in our space, SimCorp is transforming from a traditional enterprise software provider into a SaaS business while sustaining strong, profitable growth."
26,Value Stream Product,We are now recruiting a Value Stream Product Manager – SimCorp One to lead the overarching product strategy across the individual value streams - collectively forming our SimCorp One Solutions platform.
26,SimCorp,We are now recruiting a Value Stream Product Manager – SimCorp One to lead the overarching product strategy across the individual value streams - collectively forming our SimCorp One Solutions platform.
26,SimCorp One Solutions,We are now recruiting a Value Stream Product Manager – SimCorp One to lead the overarching product strategy across the individual value streams - collectively forming our SimCorp One Solutions platform.
26,SimCorp,"Unlike Product Managers focused on single domains, this role owns the holistic SimCorp One strategy and roadmap, ensuring alignment, scalability, and a unified client experience across domains and services."
26,SimCorp,"You will own the end-to-end product strategy and roadmap for the SimCorp One solution stream, ensuring alignment with business goals, operational needs and client outcomes."
26,Product Development,You will report directly to the Chief Product Officer and play a key leadership role within our Product Development organization.
26,Product Lines,"Conduct market research and competitive benchmarking to identify differentiators and commercial opportunities. Define and drive a cohesive, cross-domain product strategy across Product Lines and Product Areas."
26,TCO,"Embed SaaS principles and commercial viability (e.g., pricing strategy, TCO, and value realization) into all phases of design and delivery."
26,Roadmap Ownership & Prioritisation,"Roadmap Ownership & Prioritisation Translate strategic goals into a clear outcome driven shared between Product Development and Solution stream delivery teams. Prioritise across competing demands using data-driven frameworks and stakeholder collaboration Maintain transparent communication of roadmap goals, changes, and cross-team dependencies."
26,Product Development and Solution,"Roadmap Ownership & Prioritisation Translate strategic goals into a clear outcome driven shared between Product Development and Solution stream delivery teams. Prioritise across competing demands using data-driven frameworks and stakeholder collaboration Maintain transparent communication of roadmap goals, changes, and cross-team dependencies."
26,Quality,"Provide ongoing leadership throughout the delivery lifecycle, ensuring that product features and services are fit-for-purpose, aligned with business need and ready for adoption. Coordination with x-funcional teams on Quality, performance, monitoring, issue resolution, SLA, with a focus on Solution Stream and Value Stream leads."
26,SLA,"Provide ongoing leadership throughout the delivery lifecycle, ensuring that product features and services are fit-for-purpose, aligned with business need and ready for adoption. Coordination with x-funcional teams on Quality, performance, monitoring, issue resolution, SLA, with a focus on Solution Stream and Value Stream leads."
26,Value Stream,"Provide ongoing leadership throughout the delivery lifecycle, ensuring that product features and services are fit-for-purpose, aligned with business need and ready for adoption. Coordination with x-funcional teams on Quality, performance, monitoring, issue resolution, SLA, with a focus on Solution Stream and Value Stream leads."
26,Product Areas and Business Services Solution Stream,Strategic Platform Integration & PM Collaboration Serve as the strategic integrator across Product Areas and Business Services Solution Stream —ensuring that all individual roadmaps contribute to a unified SimCorp One platform vision.
26,SimCorp,Strategic Platform Integration & PM Collaboration Serve as the strategic integrator across Product Areas and Business Services Solution Stream —ensuring that all individual roadmaps contribute to a unified SimCorp One platform vision.
26,SimCorp,"Own and lead the SimCorp One solution prioritization, and cross-product coordination engaging with GPMs/PMs to align their Product Area - level initiatives with broader platform strategy and client value outcomes. Accountable for decisions regarding trade-offs, shared services, and standardization, with input from domain leaders and key stakeholders."
26,Product Area,"Own and lead the SimCorp One solution prioritization, and cross-product coordination engaging with GPMs/PMs to align their Product Area - level initiatives with broader platform strategy and client value outcomes. Accountable for decisions regarding trade-offs, shared services, and standardization, with input from domain leaders and key stakeholders."
26,Product Management,"Exceptional ability to communicate value proposition clearly to both internal and external stakeholders, including at client events and sales forums Product Management expertise Visionary product leader with 10+ years’ experience driving innovation within Investment Management SaaS platforms."
26,Investment Management SaaS,"Exceptional ability to communicate value proposition clearly to both internal and external stakeholders, including at client events and sales forums Product Management expertise Visionary product leader with 10+ years’ experience driving innovation within Investment Management SaaS platforms."
26,Product Development,"Deep knowledge of front-to-back investment processes, with expertise in investment operations, accounting, and data management. Experience in collaborating with Product Development, Operations, Professional Services and Commercial functions."
26,Operations,"Deep knowledge of front-to-back investment processes, with expertise in investment operations, accounting, and data management. Experience in collaborating with Product Development, Operations, Professional Services and Commercial functions."
26,Professional Services,"Deep knowledge of front-to-back investment processes, with expertise in investment operations, accounting, and data management. Experience in collaborating with Product Development, Operations, Professional Services and Commercial functions."
26,Stakeholder Engagement,"Proficient in outcome-based planning using (OKRs / KPIs) and end-to-end product lifecycle management. Stakeholder Engagement Highly effective in establishing and maintaining communication and relationships across various organizational tiers, including with executives and clients."
26,SimCorp,BENEFITS SimCorp offers several benefits that might play a significant factor in considering whether to accept a job offer.
26,SimCorp,"Since SimCorp operates in 30+ offices worldwide, the benefits package may vary from country to country."
26,English,"NEXT STEPS Please send us your application in English via our career site as soon as possible, we process incoming applications continually."
26,SimCorp,"At SimCorp, we recognize that bias can unintentionally occur in the recruitment process."
26,CV,"If you are interested in being a part of SimCorp but are not sure this role is suitable, submit your CV anyway."
26,SimCorp,"SimCorp is on an exciting growth journey, and our Talent Acquisition Team is ready to assist you discover the right role for you."
26,Talent Acquisition Team,"SimCorp is on an exciting growth journey, and our Talent Acquisition Team is ready to assist you discover the right role for you."
26,CV,The approximate time to consider your CV is three weeks.
26,SimCorp,SimCorp is an independent subsidiary of the Deutsche Börse Group.
26,the Deutsche Börse Group,SimCorp is an independent subsidiary of the Deutsche Börse Group.
26,Axioma,"Following the recent merger with Axioma, we leverage the combined strength of our brands to provide an industry-leading, full, front-to-back offering for our clients."
26,SimCorp,SimCorp is an equal-opportunity employer.
27,Rovio,Rovio is part of the SEGA family and world famous for our flagship IP Angry Birds - want to know more about Rovio as an employer?
27,SEGA,Rovio is part of the SEGA family and world famous for our flagship IP Angry Birds - want to know more about Rovio as an employer?
27,IP Angry Birds,Rovio is part of the SEGA family and world famous for our flagship IP Angry Birds - want to know more about Rovio as an employer?
27,Rovio,Rovio is part of the SEGA family and world famous for our flagship IP Angry Birds - want to know more about Rovio as an employer?
27,Collaborating,Collaborating closely with our designer and analyst to refine and improve the game experience.
27,Excel,Proficiency in using Excel and SQL to analyze large datasets of game data.
27,CV,Please send your CV in English.
27,English,Please send your CV in English.
27,Rovio,"At Rovio, we are also committed to providing reasonable accommodations for qualified individuals with disabilities or conditions in our working environment and job application procedures."
27,Rovians,"What to expect when you join us Meet the Rovians Hiring process at Rovio Diversity, Equity and Inclusion at Rovio"
27,"Rovio
Diversity, Equity and Inclusion","What to expect when you join us Meet the Rovians Hiring process at Rovio Diversity, Equity and Inclusion at Rovio"
27,Rovio,"What to expect when you join us Meet the Rovians Hiring process at Rovio Diversity, Equity and Inclusion at Rovio"
28,Join Auditdata's Professional Services,"Location: Copenhagen, DK About the role: Join Auditdata's Professional Services team as a Senior Project Manager."
28,SaaS,"You will play a pivotal role in delivering tailored solutions built on our SaaS platform, primarily for our enterprise clients across EMEA."
28,EMEA,"You will play a pivotal role in delivering tailored solutions built on our SaaS platform, primarily for our enterprise clients across EMEA."
28,Project Managers,This multifaceted position involves directly managing customer projects and leading a team of regional Project Managers.
28,Professional Services,"Furthermore, you will work closely with the Director of Professional Services, contributing to the department's strategic initiatives."
28,ERP,"What you will do: Lead the full project lifecycle from planning and execution to successful delivery, all in line with Statement of Work Be the main point of contact for clients, ensuring clear, ongoing communication to manage expectations and understand their business needs Work closely with clients and internal teams to estimate scope, build detailed plans, allocate resources, manage risks, and control budgets Deliver high-quality solutions on time and within budget, coordinating smoothly across international teams Keep everyone in the loop with clear updates on project status, timelines, and budget Continuously improve our project management processes and tools to boost efficiency and enhance customer delivery Key expertise and skills: 5+ years of hands-on experience managing software development and delivery projects Proven success in driving large-scale enterprise solutions (e.g., ERP, CRM) Solid understanding of the full product development lifecycle Skilled at working with global enterprise clients and international partners Strong command of Agile, PRINCE2, and/or PMI methodologies Confident using tools like Azure DevOps and Jira to manage delivery, budgets, timelines, and team workflows Bachelor’s degree in a relevant field Fluent in English Nice to have: Project Management certification (PMP, PRINCE2 or similar) Experience in healthcare industry Key traits: Being naturally curious to understand technical solutions within hearing aids production and audiology industry and how they create value for the end-users Strong communication and negotiation skills Consultancy approach with strong focus on building trusted relationship with customers Highly organized, results-oriented, and adept at managing multiple tasks effectively What’s in it for you: Long-term, secure engagement in the stable product development company High business standards environment Great company values and ethics Flexibility and flat management structure Learning opportunities and professional development (incl."
28,CRM,"What you will do: Lead the full project lifecycle from planning and execution to successful delivery, all in line with Statement of Work Be the main point of contact for clients, ensuring clear, ongoing communication to manage expectations and understand their business needs Work closely with clients and internal teams to estimate scope, build detailed plans, allocate resources, manage risks, and control budgets Deliver high-quality solutions on time and within budget, coordinating smoothly across international teams Keep everyone in the loop with clear updates on project status, timelines, and budget Continuously improve our project management processes and tools to boost efficiency and enhance customer delivery Key expertise and skills: 5+ years of hands-on experience managing software development and delivery projects Proven success in driving large-scale enterprise solutions (e.g., ERP, CRM) Solid understanding of the full product development lifecycle Skilled at working with global enterprise clients and international partners Strong command of Agile, PRINCE2, and/or PMI methodologies Confident using tools like Azure DevOps and Jira to manage delivery, budgets, timelines, and team workflows Bachelor’s degree in a relevant field Fluent in English Nice to have: Project Management certification (PMP, PRINCE2 or similar) Experience in healthcare industry Key traits: Being naturally curious to understand technical solutions within hearing aids production and audiology industry and how they create value for the end-users Strong communication and negotiation skills Consultancy approach with strong focus on building trusted relationship with customers Highly organized, results-oriented, and adept at managing multiple tasks effectively What’s in it for you: Long-term, secure engagement in the stable product development company High business standards environment Great company values and ethics Flexibility and flat management structure Learning opportunities and professional development (incl."
28,PMI,"What you will do: Lead the full project lifecycle from planning and execution to successful delivery, all in line with Statement of Work Be the main point of contact for clients, ensuring clear, ongoing communication to manage expectations and understand their business needs Work closely with clients and internal teams to estimate scope, build detailed plans, allocate resources, manage risks, and control budgets Deliver high-quality solutions on time and within budget, coordinating smoothly across international teams Keep everyone in the loop with clear updates on project status, timelines, and budget Continuously improve our project management processes and tools to boost efficiency and enhance customer delivery Key expertise and skills: 5+ years of hands-on experience managing software development and delivery projects Proven success in driving large-scale enterprise solutions (e.g., ERP, CRM) Solid understanding of the full product development lifecycle Skilled at working with global enterprise clients and international partners Strong command of Agile, PRINCE2, and/or PMI methodologies Confident using tools like Azure DevOps and Jira to manage delivery, budgets, timelines, and team workflows Bachelor’s degree in a relevant field Fluent in English Nice to have: Project Management certification (PMP, PRINCE2 or similar) Experience in healthcare industry Key traits: Being naturally curious to understand technical solutions within hearing aids production and audiology industry and how they create value for the end-users Strong communication and negotiation skills Consultancy approach with strong focus on building trusted relationship with customers Highly organized, results-oriented, and adept at managing multiple tasks effectively What’s in it for you: Long-term, secure engagement in the stable product development company High business standards environment Great company values and ethics Flexibility and flat management structure Learning opportunities and professional development (incl."
28,Azure DevOps,"What you will do: Lead the full project lifecycle from planning and execution to successful delivery, all in line with Statement of Work Be the main point of contact for clients, ensuring clear, ongoing communication to manage expectations and understand their business needs Work closely with clients and internal teams to estimate scope, build detailed plans, allocate resources, manage risks, and control budgets Deliver high-quality solutions on time and within budget, coordinating smoothly across international teams Keep everyone in the loop with clear updates on project status, timelines, and budget Continuously improve our project management processes and tools to boost efficiency and enhance customer delivery Key expertise and skills: 5+ years of hands-on experience managing software development and delivery projects Proven success in driving large-scale enterprise solutions (e.g., ERP, CRM) Solid understanding of the full product development lifecycle Skilled at working with global enterprise clients and international partners Strong command of Agile, PRINCE2, and/or PMI methodologies Confident using tools like Azure DevOps and Jira to manage delivery, budgets, timelines, and team workflows Bachelor’s degree in a relevant field Fluent in English Nice to have: Project Management certification (PMP, PRINCE2 or similar) Experience in healthcare industry Key traits: Being naturally curious to understand technical solutions within hearing aids production and audiology industry and how they create value for the end-users Strong communication and negotiation skills Consultancy approach with strong focus on building trusted relationship with customers Highly organized, results-oriented, and adept at managing multiple tasks effectively What’s in it for you: Long-term, secure engagement in the stable product development company High business standards environment Great company values and ethics Flexibility and flat management structure Learning opportunities and professional development (incl."
28,Bachelor,"What you will do: Lead the full project lifecycle from planning and execution to successful delivery, all in line with Statement of Work Be the main point of contact for clients, ensuring clear, ongoing communication to manage expectations and understand their business needs Work closely with clients and internal teams to estimate scope, build detailed plans, allocate resources, manage risks, and control budgets Deliver high-quality solutions on time and within budget, coordinating smoothly across international teams Keep everyone in the loop with clear updates on project status, timelines, and budget Continuously improve our project management processes and tools to boost efficiency and enhance customer delivery Key expertise and skills: 5+ years of hands-on experience managing software development and delivery projects Proven success in driving large-scale enterprise solutions (e.g., ERP, CRM) Solid understanding of the full product development lifecycle Skilled at working with global enterprise clients and international partners Strong command of Agile, PRINCE2, and/or PMI methodologies Confident using tools like Azure DevOps and Jira to manage delivery, budgets, timelines, and team workflows Bachelor’s degree in a relevant field Fluent in English Nice to have: Project Management certification (PMP, PRINCE2 or similar) Experience in healthcare industry Key traits: Being naturally curious to understand technical solutions within hearing aids production and audiology industry and how they create value for the end-users Strong communication and negotiation skills Consultancy approach with strong focus on building trusted relationship with customers Highly organized, results-oriented, and adept at managing multiple tasks effectively What’s in it for you: Long-term, secure engagement in the stable product development company High business standards environment Great company values and ethics Flexibility and flat management structure Learning opportunities and professional development (incl."
28,Fluent,"What you will do: Lead the full project lifecycle from planning and execution to successful delivery, all in line with Statement of Work Be the main point of contact for clients, ensuring clear, ongoing communication to manage expectations and understand their business needs Work closely with clients and internal teams to estimate scope, build detailed plans, allocate resources, manage risks, and control budgets Deliver high-quality solutions on time and within budget, coordinating smoothly across international teams Keep everyone in the loop with clear updates on project status, timelines, and budget Continuously improve our project management processes and tools to boost efficiency and enhance customer delivery Key expertise and skills: 5+ years of hands-on experience managing software development and delivery projects Proven success in driving large-scale enterprise solutions (e.g., ERP, CRM) Solid understanding of the full product development lifecycle Skilled at working with global enterprise clients and international partners Strong command of Agile, PRINCE2, and/or PMI methodologies Confident using tools like Azure DevOps and Jira to manage delivery, budgets, timelines, and team workflows Bachelor’s degree in a relevant field Fluent in English Nice to have: Project Management certification (PMP, PRINCE2 or similar) Experience in healthcare industry Key traits: Being naturally curious to understand technical solutions within hearing aids production and audiology industry and how they create value for the end-users Strong communication and negotiation skills Consultancy approach with strong focus on building trusted relationship with customers Highly organized, results-oriented, and adept at managing multiple tasks effectively What’s in it for you: Long-term, secure engagement in the stable product development company High business standards environment Great company values and ethics Flexibility and flat management structure Learning opportunities and professional development (incl."
